step,loss,embedding_grad_l1_norm,embedding_grad_l2_norm,output_proj_grad_l1_norm,output_proj_grad_l2_norm,embedding_grad_mean,output_proj_grad_mean,embedding_grad_abs_mean,output_proj_grad_abs_mean
161,0.0,141.92303466796875,0.05520876124501228,369.9423522949219,0.33986327052116394,-2.0513105103425744e-16,-3.295158742221138e-14,8.459272066829726e-06,3.5908856261812616e-06
162,0.0,171.8759765625,0.07815729826688766,472.02325439453125,0.9686116576194763,-3.796442327175242e-15,-1.8966168831855215e-14,1.0244606528431177e-05,4.581745088216849e-06
163,0.0,116.14546203613281,0.04474979639053345,449.9598693847656,0.7082217931747437,-1.5963792787676567e-15,-7.718309905048112e-15,6.922809006937314e-06,4.367584551800974e-06
164,0.0,138.87789916992188,0.05386774614453316,370.49578857421875,0.4052954316139221,-3.638582490861353e-16,-1.436382886547613e-14,8.27776784717571e-06,3.596257784010959e-06
165,0.0,138.79129028320312,0.05361418053507805,349.9747619628906,0.3154560923576355,-2.4359854411404314e-15,-1.3498815102817516e-14,8.272605555248447e-06,3.3970682125072926e-06
166,0.0,140.15774536132812,0.0612979494035244,333.5864562988281,0.3312261402606964,2.8796409701215e-16,-2.5111945129666774e-14,8.354052624781616e-06,3.237993269067374e-06
167,0.0,154.8994140625,0.05958062410354614,411.27471923828125,0.42999958992004395,-9.597357630841685e-16,2.113837804882529e-14,9.23272455111146e-06,3.9920828385220375e-06
168,0.0,131.6980743408203,0.05060924217104912,351.3299560546875,0.3023865818977356,-1.4454583363576745e-15,-1.6468449935452996e-14,7.849816938687582e-06,3.41022246175271e-06
169,0.0,136.7017822265625,0.05306588113307953,374.932861328125,0.3389759659767151,-6.127910678888071e-16,2.5577928447137466e-14,8.148061169777066e-06,3.6393266782397404e-06
170,0.0,134.71441650390625,0.0536753311753273,359.2060546875,0.3185681402683258,-1.231653667943533e-15,1.1386565654117678e-14,8.029604941839352e-06,3.4866727673943387e-06
171,0.0,128.91998291015625,0.049767617136240005,449.0244140625,0.7357568740844727,1.7763568394002505e-15,-5.0464013935484775e-14,7.684229785809293e-06,4.358504156698473e-06
172,0.0,141.25039672851562,0.056300848722457886,378.19183349609375,0.7349219918251038,-1.0234868508263162e-15,6.861912902682797e-16,8.419179721386172e-06,3.6709602682094555e-06
173,0.0,189.80084228515625,0.07961449772119522,378.7400817871094,0.8993591666221619,-7.032568971609976e-15,-8.857079972874812e-14,1.1313011782476678e-05,3.676281721709529e-06
174,0.0,141.1373748779297,0.05542996525764465,336.1645202636719,0.40040576457977295,1.3374717999781183e-15,-8.068891971477221e-16,8.41244309413014e-06,3.2630175610393053e-06
175,0.0,136.3912353515625,0.053521528840065,528.64111328125,0.668560802936554,1.504438934540886e-15,1.2539022588525881e-14,8.129551133606583e-06,5.131312718731351e-06
176,0.0,132.76768493652344,0.050527267158031464,392.9377136230469,0.4585840702056885,2.0751629581372555e-15,-2.2258701094313507e-14,7.91357069829246e-06,3.8140926790219964e-06
177,0.0,130.6363525390625,0.04903242737054825,401.02825927734375,0.46624985337257385,-1.4502288259166107e-15,-1.2319613103099758e-13,7.78653338784352e-06,3.892624590662308e-06
178,0.0,132.424560546875,0.05251430720090866,336.6878662109375,0.3053784966468811,-1.0486403412279799e-15,-1.890098287030042e-14,7.893118890933692e-06,3.2680973163223825e-06
179,0.0,139.9061279296875,0.05469975993037224,322.8540954589844,0.24895410239696503,-3.430415673744136e-16,-4.784552846959483e-15,8.33905505714938e-06,3.13381838168425e-06
180,0.0,146.13156127929688,0.05577290430665016,349.5047302246094,0.2882534861564636,-1.4289784633358948e-15,-8.741806073236848e-15,8.710119800525717e-06,3.3925057323358487e-06
181,0.0,147.61239624023438,0.05768585950136185,368.4898376464844,0.4627108573913574,-9.549652735252323e-16,-2.1687486638640677e-15,8.798384442343377e-06,3.5767866393143777e-06
182,0.0,134.42919921875,0.05287070944905281,387.4239196777344,0.3967103362083435,-2.6853519408120974e-15,-1.727103059363539e-14,8.012604666873813e-06,3.7605725538014667e-06
183,0.0,145.96990966796875,0.05672601982951164,305.5470275878906,0.3185914158821106,8.764690362372818e-16,-2.646278819175025e-14,8.700484613655135e-06,2.965825387946097e-06
184,0.0,138.19735717773438,0.05370547994971275,328.2250061035156,0.32512834668159485,-1.9767174008755717e-15,-5.791663586300058e-15,8.237204383476637e-06,3.1859517548582517e-06
185,0.0,121.96546936035156,0.047859515994787216,427.64044189453125,0.7112436294555664,2.8774725657765288e-15,7.032288434297845e-14,7.269708476087544e-06,4.150938366365153e-06
186,0.0,147.3919219970703,0.057373303920030594,426.81219482421875,0.46659982204437256,6.535570695742621e-16,-2.35460505666708e-14,8.78524315339746e-06,4.1428988879488315e-06
187,0.0,136.5623779296875,0.052559565752744675,335.7410888671875,0.3201425075531006,9.15717154881257e-16,9.255530708713634e-15,8.139752026181668e-06,3.258907327108318e-06
188,0.0,140.24700927734375,0.05443110316991806,332.9022216796875,0.24775420129299164,-5.204170427930421e-16,-6.2078557660323e-15,8.359373168786988e-06,3.2313516840076772e-06
189,0.0,133.3953857421875,0.050787828862667084,342.619873046875,0.43603086471557617,3.7773603689394974e-16,3.995418498001571e-14,7.950984581839293e-06,3.325677198517951e-06
190,0.0,134.771728515625,0.051695566624403,327.5973205566406,0.3401508331298828,8.196568423990414e-17,-8.578803688141941e-16,8.033021003939211e-06,3.179859049851075e-06
191,0.0,143.79412841796875,0.05563640221953392,321.5709228515625,0.2357115000486374,-1.1609636862974781e-15,8.209294246989962e-15,8.57079794513993e-06,3.1213630791171454e-06
192,0.0,149.90725708007812,0.05908290669322014,335.31512451171875,0.3406659662723541,6.591949208711867e-17,3.344229012569827e-15,8.935168807511218e-06,3.2547727641940583e-06
193,0.0,125.31774139404297,0.051763538271188736,471.602294921875,0.8457446098327637,-2.48022088977784e-15,-8.938933848765679e-14,7.469519459846197e-06,4.577659183269134e-06
194,0.0,147.02566528320312,0.05719923973083496,357.53729248046875,0.3637538552284241,-4.670742959067553e-16,-1.0106736987299057e-14,8.763412552070804e-06,3.470474666755763e-06
195,0.0,158.80587768554688,0.061228759586811066,419.04486083984375,0.7173678874969482,2.0435042547006788e-15,-1.4675890711024486e-13,9.465567927691154e-06,4.067504505655961e-06
196,0.0,114.29057312011719,0.04282688349485397,455.7413330078125,0.7178685665130615,-4.2934406030425976e-16,2.3753292084996436e-13,6.812249012000393e-06,4.423702648637118e-06
197,0.0,136.31787109375,0.055020518600940704,472.4887390136719,1.1532832384109497,-1.033895191682177e-15,-7.162711179384273e-14,8.125178283080459e-06,4.586263457895257e-06
198,0.0,138.35934448242188,0.053098104894161224,323.4944763183594,0.28764742612838745,8.023096076392733e-16,-6.169647803847553e-15,8.246859579230659e-06,3.1400343232235173e-06
199,0.0,139.50909423828125,0.05396685004234314,344.9429931640625,0.26763176918029785,-5.121771062821523e-16,3.2255086629244274e-15,8.315390005009249e-06,3.3482267554063583e-06
200,0.0,148.78573608398438,0.058298271149396896,317.26434326171875,0.2798641622066498,-1.5100767858378106e-15,2.0065939469911254e-15,8.868320946930908e-06,3.079560883634258e-06
201,0.0,144.4579620361328,0.05663440376520157,315.43060302734375,0.2612272799015045,2.1684043449710089e-16,-1.3142017720379692e-14,8.610365512140561e-06,3.0617613901995355e-06
202,0.0,137.5608673095703,0.0533091239631176,314.64764404296875,0.2997262477874756,-8.161873954470877e-16,-3.716704763103091e-15,8.199266630981583e-06,3.054161652471521e-06
203,0.0,129.6741943359375,0.04986216500401497,301.4977111816406,0.3056080937385559,5.156465532341059e-16,-1.2022613705639246e-14,7.729184289928526e-06,2.926520437540603e-06
204,0.0,143.7750244140625,0.0553508996963501,337.5673828125,0.24481068551540375,-9.861902960928148e-16,-1.3561105905758597e-14,8.56965925777331e-06,3.2766345157142496e-06
205,0.0,139.74810791015625,0.05595240741968155,420.6904296875,0.9782575964927673,3.814656923672999e-15,6.489013529796788e-16,8.32963633001782e-06,4.083477506355848e-06
206,0.0,153.0814208984375,0.059172023087739944,324.73040771484375,0.2876397371292114,1.2711186270220054e-15,1.5122480700948022e-14,9.124363714363426e-06,3.152031013087253e-06
207,0.0,141.18826293945312,0.054265301674604416,309.1523742675781,0.2678268253803253,1.93421667571414e-16,-1.3331150860139158e-15,8.415476258960553e-06,3.0008211524545914e-06
208,0.0,142.52716064453125,0.0546729639172554,363.8046875,0.28649911284446716,5.399326818977812e-16,-2.437476219127599e-15,8.49528078106232e-06,3.5313098578626523e-06
209,0.0,133.29519653320312,0.05145120620727539,355.15069580078125,0.31606122851371765,9.974659986866641e-17,-1.7050257596922425e-15,7.945012839627452e-06,3.4473089272069046e-06
210,0.0,136.52182006835938,0.05311097577214241,326.89605712890625,0.27191227674484253,-1.1418817280617333e-15,-4.502194413992262e-15,8.137334589264356e-06,3.1730521641293308e-06
211,0.0,152.4564666748047,0.06181321665644646,323.6992492675781,0.30123260617256165,5.546778314435841e-16,1.127271849677607e-14,9.087113539862912e-06,3.142022023894242e-06
212,0.0,153.18394470214844,0.0724942609667778,386.41888427734375,0.5397397875785828,7.814929259275516e-16,-3.887616953617695e-15,9.130474609264638e-06,3.7508168588828994e-06
213,0.0,147.55252075195312,0.05856999009847641,315.810302734375,0.22228534519672394,-4.206704429243757e-16,4.590899515876995e-15,8.79481558513362e-06,3.0654471174784703e-06
214,0.0,149.97776794433594,0.05880937725305557,408.0851135253906,0.4882103502750397,-3.408731630294426e-16,-1.2913475525716273e-14,8.93937158252811e-06,3.961122729378985e-06
215,0.0,132.5515899658203,0.05156731233000755,318.43157958984375,0.2522844970226288,1.0798653637955624e-15,-7.507142050198774e-15,7.900690434325952e-06,3.090890686507919e-06
216,0.0,132.7376708984375,0.05152192339301109,326.6120300292969,0.2717459201812744,6.171278765787491e-16,-1.0326345525467785e-14,7.911781722214073e-06,3.1702952583145816e-06
217,0.0,134.46310424804688,0.05144417658448219,382.0326232910156,0.4891051650047302,-8.244273319579776e-16,-2.5605755173520664e-15,8.014625564101152e-06,3.708241138156154e-06
218,0.0,142.24722290039062,0.054208725690841675,352.29638671875,0.27069514989852905,-6.986598799496591e-16,-2.207465269333641e-14,8.478595191263594e-06,3.4196032174804714e-06
219,0.0,140.51736450195312,0.05438482388854027,347.82122802734375,0.42444589734077454,-1.1999949645069563e-15,2.58358499795764e-14,8.375487595913e-06,3.376164613655419e-06
220,0.0,140.07797241210938,0.08056260645389557,528.4579467773438,1.4891316890716553,-6.886852199627924e-16,-5.838445639493386e-14,8.349297786480747e-06,5.129534656589385e-06
221,0.0,149.3601837158203,0.05962475389242172,435.4277038574219,0.5754128694534302,3.626005745660521e-15,-1.5589734567839596e-14,8.902560693968553e-06,4.226526471029501e-06
222,0.0,149.14117431640625,0.059482987970113754,329.5128173828125,0.2947629392147064,-1.6219664500383146e-16,-6.71642578250857e-15,8.889506716514006e-06,3.1984520774130942e-06
223,0.0,142.42391967773438,0.06473478674888611,465.2960510253906,0.6779928803443909,-6.336077496005288e-16,-1.5094372759626336e-14,8.489127139910124e-06,4.516446551861009e-06
224,0.0,147.69508361816406,0.05867309123277664,330.266845703125,0.3976860046386719,-2.1311077902375075e-15,-3.187378204254354e-14,8.803312994132284e-06,3.2057710086519364e-06
225,0.0,130.9375762939453,0.05140906944870949,381.9537658691406,0.505587100982666,1.1869845384371303e-15,-1.0612729059000358e-14,7.804487722751219e-06,3.7074757983646123e-06
226,0.0,135.2386932373047,0.05196046829223633,368.7861022949219,0.4299846589565277,-1.22514845490862e-15,2.2837541387610467e-14,8.060854270297568e-06,3.5796624615613837e-06
227,0.0,112.46312713623047,0.04422428831458092,413.5016784667969,0.5538310408592224,6.271025365656158e-16,9.474821101307374e-14,6.703324743284611e-06,4.0136992538464256e-06
228,0.0,131.72665405273438,0.050115786492824554,465.7323913574219,0.5588667392730713,-5.299580219109146e-16,-3.55950078440026e-14,7.851520422264002e-06,4.520682068687165e-06
229,0.0,121.07276153564453,0.06447210162878036,519.4708251953125,0.706254780292511,-2.334070436926794e-15,5.6038014194779474e-15,7.21649894330767e-06,5.042300017521484e-06
230,0.0,160.32125854492188,0.0630086213350296,374.8720397949219,0.3874368369579315,3.3523531173251797e-16,-2.761150166404806e-15,9.555891665513627e-06,3.6387361888046144e-06
231,0.0,137.57601928710938,0.05386272817850113,307.760498046875,0.24914470314979553,-8.326672684688674e-17,3.74114081659843e-15,8.200169759220444e-06,2.98731083603343e-06
232,0.0,145.0088348388672,0.0649518296122551,333.88140869140625,0.39018768072128296,2.7451999007332972e-15,3.33703943926518e-14,8.643200089863967e-06,3.24085613101488e-06
233,0.0,134.46841430664062,0.05197318643331528,336.15899658203125,0.2438344955444336,6.704706234650359e-16,-1.82353424522171e-15,8.014942068257369e-06,3.2629639008519007e-06
234,0.0,129.13885498046875,0.049769915640354156,302.96124267578125,0.28179726004600525,7.88865500700453e-16,1.0317870113797558e-14,7.697275577811524e-06,2.940726290034945e-06
235,0.0,156.79315185546875,0.058417048305273056,454.9100646972656,1.1244038343429565,2.168404344971009e-17,1.6633994054664376e-14,9.345600119559094e-06,4.415634066390339e-06
236,0.0,135.64053344726562,0.052851296961307526,384.1497802734375,0.5386802554130554,9.653736143810931e-16,1.1289767406531814e-13,8.084805813268758e-06,3.7287916256900644e-06
237,0.0,133.77923583984375,0.053014837205410004,469.3349304199219,0.6256154179573059,-1.9489618252599428e-15,1.8635078475850086e-15,7.973863830557093e-06,4.555650775728282e-06
238,0.0,142.89633178710938,0.056350305676460266,313.39398193359375,0.24268001317977905,-8.153200337090993e-17,8.750704154347755e-15,8.517285095877014e-06,3.0419928407354746e-06
239,0.0,145.1678466796875,0.05804445594549179,343.5448913574219,0.4107452929019928,3.5735303605122226e-16,5.315793107345951e-14,8.652677934151143e-06,3.334655957587529e-06
240,0.0,144.19644165039062,0.05789678916335106,315.83880615234375,0.26860907673835754,-8.218252467440124e-16,8.167625308182734e-15,8.594777682446875e-06,3.0657238312414847e-06
241,0.0,141.4942169189453,0.05421394109725952,368.50433349609375,0.30642086267471313,-9.17668718791731e-16,1.534438469840381e-14,8.433712537225801e-06,3.576927383619477e-06
242,0.0,130.94287109375,0.05043072625994682,309.8931884765625,0.3073940575122833,2.8145888397723695e-15,5.4748402297420066e-15,7.804803317412734e-06,3.008012072314159e-06
243,0.0,134.71701049804688,0.05095665529370308,337.87176513671875,0.2892422676086426,-1.1254018550399536e-15,2.0656363785794864e-15,8.029759555938654e-06,3.279589009252959e-06
244,0.0,134.41482543945312,0.051313139498233795,305.1396179199219,0.22394590079784393,-3.5778671692021646e-16,3.858519254297142e-15,8.011747922864743e-06,2.9618709049827885e-06
245,0.0,137.42430114746094,0.05357431247830391,304.7091979980469,0.24688366055488586,6.639654104301229e-16,-7.569221094903041e-15,8.191126653400715e-06,2.957692913696519e-06
246,0.0,143.91580200195312,0.05690785124897957,315.275390625,0.3199186325073242,7.337880303381894e-16,-1.5627519013550716e-14,8.578050255891867e-06,3.0602548122260487e-06
247,0.0,145.7913360595703,0.05566537752747536,385.14923095703125,0.31867140531539917,-5.2562121322097255e-16,6.933237079072285e-14,8.689840797160286e-06,3.7384929783002008e-06
248,0.0,144.68568420410156,0.056644607335329056,354.17108154296875,0.30745556950569153,3.187554387107383e-16,9.729141557874351e-15,8.62393881106982e-06,3.4378001600998687e-06
249,0.0,141.10171508789062,0.05503956228494644,312.00811767578125,0.23017345368862152,3.2612801348363973e-16,-1.14200423020173e-16,8.410317605012096e-06,3.0285407319752267e-06
250,0.0,148.55178833007812,0.05818035826086998,353.6388244628906,0.368754506111145,7.190428807923865e-16,4.294359464383779e-14,8.854376574163325e-06,3.4326337754464475e-06
251,0.0,134.6173095703125,0.05295557528734207,308.77410888671875,0.2514568865299225,-3.5318969970887792e-15,-6.368951374083819e-16,8.02381691755727e-06,2.997149522343534e-06
252,0.0,166.42227172851562,0.06914078444242477,385.8697509765625,0.40939757227897644,-6.765421556309548e-17,-7.20401945156256e-15,9.919540389091708e-06,3.745486765183159e-06
253,0.0,138.33045959472656,0.053936026990413666,333.81573486328125,0.2764078676700592,-3.7339922820400773e-16,-5.006879937372423e-15,8.245137905760203e-06,3.2402188026026124e-06
254,0.0,147.15347290039062,0.057785890996456146,324.6209716796875,0.30284151434898376,1.1249681741709594e-15,-1.6337158134562685e-14,8.771030479692854e-06,3.1509687232755823e-06
255,0.0,138.0404052734375,0.05420562997460365,309.05389404296875,0.2341473549604416,4.0679265511656126e-16,-9.640930699714341e-15,8.227849320974201e-06,2.999865273523028e-06
256,0.0,136.2118377685547,0.051637519150972366,370.7342529296875,0.3936224579811096,1.4879590615191063e-15,3.4673707047933044e-14,8.118858204397839e-06,3.598572448026971e-06
257,0.0,140.166748046875,0.053675469011068344,359.0926513671875,0.4659072160720825,7.892991815694472e-17,6.903750845738826e-14,8.354589226655662e-06,3.4855718240578426e-06
258,0.0,146.86129760742188,0.05621876195073128,345.2211608886719,0.26784083247184753,-4.718447854656915e-16,6.593397211535198e-15,8.753615475143306e-06,3.3509268178022467e-06
259,0.0,140.79925537109375,0.05455823615193367,326.9569091796875,0.31042027473449707,2.017917083430021e-15,-4.234314262252899e-16,8.392289601033553e-06,3.1736428809381323e-06
260,0.0,135.91195678710938,0.05089078098535538,312.7931823730469,0.3281492292881012,-9.892260621757742e-16,4.134846219756849e-14,8.100983905023895e-06,3.0361611607077066e-06
261,0.0,168.04705810546875,0.08641669899225235,369.562255859375,0.39153969287872314,5.412337245047638e-16,5.740616044590946e-14,1.0016385203925893e-05,3.5871962609235197e-06
262,0.0,135.30560302734375,0.05226143077015877,314.74005126953125,0.34643054008483887,1.891282269683714e-15,1.4859473582693773e-15,8.064842404564843e-06,3.0550586416211445e-06
263,0.0,142.782958984375,0.05647147819399834,327.7003173828125,0.23585204780101776,-5.165139149720943e-16,-1.0722409661274423e-14,8.510527550242841e-06,3.1808588119019987e-06
264,0.0,140.40867614746094,0.05497770011425018,308.3668212890625,0.33463796973228455,-1.8778381627448937e-16,-1.0960980090758622e-15,8.369009265152272e-06,2.9931961762486026e-06
265,0.0,143.349609375,0.05625462159514427,346.31170654296875,0.38266661763191223,-1.5031378919339033e-15,-1.7470051148988155e-14,8.54430254548788e-06,3.3615121992625063e-06
266,0.0,140.49801635742188,0.054737452417612076,325.470458984375,0.3089418411254883,-1.2312199870745388e-15,8.021291049182134e-15,8.374334356631152e-06,3.159214429615531e-06
267,0.0,137.1742706298828,0.05334639176726341,303.3616943359375,0.30084356665611267,-1.7672495411513722e-15,-9.12678170073098e-15,8.176223673217464e-06,2.944613243016647e-06
268,0.0,136.67010498046875,0.05454060807824135,319.6163024902344,0.3626554310321808,-1.240327285323417e-15,-1.8613467700750314e-14,8.146173058776185e-06,3.1023903375171358e-06
269,0.0,129.81063842773438,0.05041217431426048,297.8240661621094,0.2733849883079529,3.608224830031759e-16,-3.845806983824749e-15,7.73731699155178e-06,2.8908616513945162e-06
270,0.0,133.52743530273438,0.05249672755599022,314.8040771484375,0.24939170479774475,-1.0247878934332988e-15,-8.098836915503265e-15,7.958855348988436e-06,3.055680053876131e-06
271,0.0,137.57752990722656,0.05328833684325218,416.8951416015625,1.0046511888504028,-4.0852737859253807e-16,-5.841679950099182e-14,8.20025979919592e-06,4.046637968713185e-06
272,0.0,137.65505981445312,0.05406562611460686,325.7351989746094,0.2975410521030426,-1.4749486354492802e-15,1.489972967054498e-14,8.204880941775627e-06,3.1617842068953905e-06
273,0.0,141.61782836914062,0.054999008774757385,323.84283447265625,0.27678900957107544,1.1011157263762783e-15,-5.4776650846211e-15,8.441080353804864e-06,3.143415824524709e-06
274,0.0,136.90316772460938,0.053515732288360596,318.23333740234375,0.23537346720695496,-1.3062467774105357e-15,-7.293572009911022e-15,8.160064680851065e-06,3.088966423092643e-06
275,0.0,132.2769775390625,0.05356261134147644,459.97369384765625,0.7798777222633362,-1.7520707107365752e-16,2.124396324679938e-15,7.884322258178145e-06,4.464784524316201e-06
276,0.0,142.19100952148438,0.05557357519865036,297.25665283203125,0.21798841655254364,-1.2437967322753707e-15,1.951365281247777e-15,8.475244612782262e-06,2.885353978854255e-06
277,0.0,145.0703125,0.05710866302251816,335.80853271484375,0.3211820125579834,1.6375789613221059e-15,-9.739170004453368e-16,8.64686444401741e-06,3.2595621632935945e-06
278,0.0,141.85385131835938,0.05487310141324997,305.09197998046875,0.22661593556404114,5.303917027799088e-16,3.1106020791240403e-15,8.455148417851888e-06,2.961408426926937e-06
279,0.0,149.90121459960938,0.05769006162881851,370.809814453125,0.3908180892467499,1.2589755626901677e-15,1.4232325094590769e-15,8.934808647609316e-06,3.5993057281302754e-06
280,0.0,134.49749755859375,0.05247637629508972,312.34906005859375,0.2627129852771759,-6.431487287184012e-16,1.5007785663626212e-14,8.016675565158948e-06,3.031850155821303e-06
281,0.0,136.47579956054688,0.05482981726527214,308.6514892578125,0.21426133811473846,1.8617919705921082e-15,7.746983664378565e-15,8.134591553243808e-06,2.9959592211525887e-06
282,0.0,141.52032470703125,0.0550142377614975,334.2035217285156,0.2924998104572296,2.6597647695414395e-15,3.968764827547025e-15,8.435268682660535e-06,3.243982973799575e-06
283,0.0,145.239501953125,0.056942712515592575,357.5853271484375,0.3132755160331726,2.11072478939478e-15,2.0458754387332224e-14,8.656948921270669e-06,3.470941010164097e-06
284,0.0,142.89794921875,0.0562911219894886,311.7264404296875,0.23011207580566406,7.853960537484994e-16,8.059004344125684e-15,8.517381502315402e-06,3.025806563528022e-06
285,0.0,154.08123779296875,0.06161430478096008,418.210693359375,0.5920175909996033,3.966878908689964e-15,-1.7290664817352745e-14,9.183957445202395e-06,4.059407729073428e-06
286,0.0,144.40289306640625,0.06292980909347534,423.52740478515625,0.7226266264915466,7.402932433731024e-16,3.134317892034e-13,8.607083145761862e-06,4.111014732188778e-06
287,0.0,127.3900146484375,0.05098492279648781,392.2452087402344,0.5723376870155334,-1.199127602768968e-15,1.914165711786736e-13,7.593036571051925e-06,3.807370831054868e-06
288,0.0,139.8600616455078,0.054771460592746735,297.88531494140625,0.235078364610672,-2.4164698020356923e-15,-1.01465348303258e-14,8.336309292644728e-06,2.8914562335558003e-06
289,0.0,143.68084716796875,0.05589132383465767,328.47357177734375,0.22237658500671387,8.782037597132586e-16,5.193753510865969e-16,8.564045856473967e-06,3.18836441692838e-06
290,0.0,143.03915405273438,0.0605902299284935,308.0533752441406,0.2573373019695282,6.96491475604688e-16,-1.823110516989846e-15,8.525797966285609e-06,2.9901536890974967e-06
291,0.0,140.679443359375,0.05465657263994217,314.6195373535156,0.28332313895225525,-2.5283594662361963e-15,-8.113385553405305e-15,8.385148248635232e-06,3.053888804060989e-06
292,0.0,138.32205200195312,0.05414135009050369,294.2049255371094,0.27697911858558655,1.0954778750793537e-15,4.563355698498179e-15,8.244636774179526e-06,2.8557321911648614e-06
293,0.0,164.623291015625,0.06459570676088333,391.8648681640625,0.6019092798233032,1.921639930513308e-15,1.1112117661844865e-14,9.812312782742083e-06,3.8036789646866964e-06
294,0.0,145.1727294921875,0.05692775174975395,302.73870849609375,0.26436716318130493,-1.474514954580286e-15,-1.1851560484138924e-14,8.65296897245571e-06,2.9385662401182344e-06
295,0.0,143.86846923828125,0.05576298013329506,306.6830139160156,0.23943357169628143,4.623038063478191e-16,-2.5364924648374953e-15,8.575229003326967e-06,2.976852101710392e-06
296,0.0,138.1898956298828,0.05449438467621803,302.7586975097656,0.2598058581352234,-4.132978681514743e-16,-2.0065092436964e-14,8.23675964056747e-06,2.9387601898633875e-06
297,0.0,135.4624786376953,0.052328649908304214,303.70257568359375,0.2449287325143814,-4.549312315749177e-16,-1.2886638133815468e-14,8.07419291959377e-06,2.9479222121153725e-06
298,0.0,137.7278594970703,0.05311647430062294,312.46246337890625,0.23526279628276825,2.680147770384167e-15,3.1848286350831187e-15,8.209220140997786e-06,3.0329508717841236e-06
299,0.0,144.53335571289062,0.055577103048563004,367.2623596191406,0.3512079417705536,8.838416110101832e-16,5.885241245213871e-15,8.614859325462021e-06,3.564872031347477e-06
300,0.0,142.56546020507812,0.05592287331819534,391.989990234375,0.5897202491760254,-4.8138576458356397e-17,1.788645593399016e-14,8.49756361276377e-06,3.804893594860914e-06
301,0.0,141.82864379882812,0.056384555995464325,304.69317626953125,0.24429379403591156,-7.4593109467002705e-16,-1.4189384971087949e-14,8.453645932604559e-06,2.957537390102516e-06
302,0.0,135.4940185546875,0.05323250964283943,386.4344787597656,0.48390528559684753,-1.3136193521834372e-15,1.1823168786779907e-14,8.076072845142335e-06,3.7509682897507446e-06
303,0.0,146.50299072265625,0.05831467732787132,396.02142333984375,0.5077148675918579,2.8449465006019636e-16,-3.610767284126237e-14,8.732258720556274e-06,3.84402483177837e-06
304,0.0,142.63621520996094,0.055289462208747864,310.08856201171875,0.24464651942253113,5.460042140637e-16,-1.1772883828833208e-14,8.501780939695891e-06,3.0099083687673556e-06
305,0.0,145.4170379638672,0.05540813133120537,332.67828369140625,0.27791479229927063,-1.4051260155412137e-15,-6.822927893648063e-15,8.667530892125797e-06,3.22917799167044e-06
306,0.0,143.39190673828125,0.055998533964157104,348.20172119140625,0.37566429376602173,-6.149594722337781e-16,3.885081275786795e-14,8.546823664801195e-06,3.3798578442656435e-06
307,0.0,160.7533721923828,0.061582375317811966,352.873779296875,0.36424389481544495,5.140853021057268e-15,1.7715260410954697e-14,9.581647645973135e-06,3.4252077512064716e-06
308,0.0,143.70086669921875,0.05576709285378456,325.53265380859375,0.30350685119628906,-1.242495689668388e-15,-2.3665053613562345e-14,8.565239113522694e-06,3.159818106723833e-06
309,0.0,140.08627319335938,0.05448778718709946,294.97625732421875,0.20336468517780304,-4.956972332603726e-16,-7.389551007230301e-15,8.349792551598512e-06,2.863219151549856e-06
310,0.0,141.81661987304688,0.05474463105201721,383.596923828125,0.4956231415271759,-4.9101347987523525e-15,9.035817138459447e-15,8.452929250779562e-06,3.7234253795759287e-06
311,0.0,142.81600952148438,0.0553206205368042,318.41436767578125,0.25528615713119507,-8.187894806610529e-16,-1.3738586413262685e-14,8.512497515766881e-06,3.0907237942301435e-06
312,0.0,147.54193115234375,0.05736662819981575,324.3953857421875,0.24464718997478485,-4.0939474033052647e-16,-9.747362930635686e-15,8.79418439581059e-06,3.148779114781064e-06
313,0.0,151.48936462402344,0.05895896628499031,326.8629150390625,0.24796761572360992,-2.1553939189011828e-16,-4.546476449441769e-15,9.029469765664544e-06,3.1727304303785786e-06
314,0.0,150.89988708496094,0.058954399079084396,310.8139343261719,0.21066159009933472,7.420279668490792e-16,1.8615304491696434e-15,8.994334166345652e-06,3.0169492220011307e-06
315,0.0,150.40118408203125,0.05792728066444397,333.563720703125,0.27970629930496216,1.5616848092481206e-15,3.294791722845093e-15,8.964609151007608e-06,3.2377724892285187e-06
316,0.0,153.91253662109375,0.06125883385539055,326.8251647949219,0.2666608989238739,-3.15112519411187e-15,-5.520746450867874e-15,9.173902071779594e-06,3.1723641313874396e-06
317,0.0,138.388427734375,0.05341074988245964,313.165771484375,0.21041138470172882,3.2873009869760494e-16,-5.849646379671404e-15,8.248593076132238e-06,3.039777539015631e-06
318,0.0,136.62872314453125,0.05241086333990097,340.54254150390625,0.2831246852874756,1.3942839938163587e-15,1.9282567824906692e-14,8.143706509144977e-06,3.3055132462322945e-06
319,0.0,139.8465576171875,0.05487911403179169,341.24310302734375,0.3398649990558624,8.239936510889834e-18,-2.985638334327724e-14,8.335504389833659e-06,3.3123133107437752e-06
320,0.0,144.69427490234375,0.05629856884479523,302.81427001953125,0.20764096081256866,-1.4372183998467847e-15,-6.1309451744216096e-15,8.624450856586918e-06,2.9392997475952143e-06
321,0.0,146.44326782226562,0.05703156068921089,294.2593688964844,0.19027870893478394,1.7477339020466331e-16,-8.324977771761218e-15,8.728698958293535e-06,2.8562606075865915e-06
